ticket_id,customer_id,order_id,ticket_channel,ticket_type,priority,status,created_at,resolved_at,subject,description,assigned_team,resolution_summary
T000895,C00287,O001061,email,refund,low,closed,2025-01-31 02:39:26,2025-02-03 21:39:26,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,Shared shipment update and opened carrier claim.
T000896,C00335,,web_form,delivery_issue,high,open,2025-04-21 00:55:29,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T000897,C00047,O000633,phone,product_question,low,open,2025-01-27 21:19:17,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,
T000898,C00390,,phone,product_question,medium,closed,2025-06-08 00:36:03,2025-06-09 19:36:03,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,Shared shipment update and opened carrier claim.
T000899,C00307,O000189,web_form,billing,high,open,2025-07-27 03:56:54,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000900,C00023,O001196,chat,warranty,medium,pending_customer,2026-01-23 21:48:57,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000901,C00468,O000192,email,refund,high,resolved,2025-10-18 15:18:16,2025-10-21 03:18:16,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,Clarified invoice and resent billing document.
T000902,C00497,O000186,email,billing,medium,resolved,2025-05-16 21:28:16,2025-05-18 07:28:16,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Shared shipment update and opened carrier claim.
T000903,C00105,O000772,chat,warranty,urgent,new,2025-10-30 22:56:08,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,
T000904,C00485,O000959,web_form,warranty,urgent,open,2025-02-21 10:45:57,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000905,C00325,O001438,chat,technical_issue,urgent,pending_customer,2025-11-29 03:50:18,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000906,C00394,O000752,email,technical_issue,low,closed,2025-08-23 02:15:29,2025-08-24 03:15:29,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,Validated warranty and requested diagnostic evidence.
T000907,C00270,O000308,phone,refund,medium,new,2025-01-23 13:42:16,,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,
T000908,C00060,O001142,chat,refund,high,open,2025-03-17 02:14:28,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000909,C00014,,phone,warranty,urgent,closed,2026-01-28 06:10:32,2026-01-31 03:10:32,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,Validated warranty and requested diagnostic evidence.
T000910,C00192,,phone,warranty,high,pending_customer,2025-01-19 16:29:20,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000911,C00065,,phone,billing,urgent,resolved,2025-01-12 03:51:08,2025-01-13 16:51:08,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,Provided policy details and next steps.
T000912,C00421,O000260,web_form,product_question,medium,resolved,2026-03-11 02:45:05,2026-03-14 03:45:05,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Shared shipment update and opened carrier claim.
T000913,C00060,O001391,chat,return_request,high,resolved,2025-07-17 12:55:33,2025-07-19 05:55:33,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Provided policy details and next steps.
T000914,C00031,O000977,email,return_request,low,open,2025-02-27 09:42:07,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,
T000915,C00072,O000049,web_form,delivery_issue,medium,resolved,2025-09-04 17:34:28,2025-09-07 18:34:28,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,Validated warranty and requested diagnostic evidence.
T000916,C00243,,chat,technical_issue,medium,new,2025-10-15 09:32:33,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T000917,C00195,O000461,phone,billing,high,closed,2025-07-24 22:50:22,2025-07-25 14:50:22,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,Validated warranty and requested diagnostic evidence.
T000918,C00078,,phone,product_question,high,closed,2026-01-26 16:34:50,2026-01-29 21:34:50,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Validated warranty and requested diagnostic evidence.
T000919,C00371,O000473,email,technical_issue,high,pending_customer,2025-08-18 04:57:24,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000920,C00341,,phone,delivery_issue,low,closed,2025-02-04 06:00:45,2025-02-07 23:00:45,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,Provided policy details and next steps.
T000921,C00176,O000881,chat,warranty,medium,resolved,2025-09-29 16:56:42,2025-10-01 02:56:42,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Clarified invoice and resent billing document.
T000922,C00314,O001167,phone,technical_issue,medium,new,2025-08-03 08:52:22,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T000923,C00091,,chat,delivery_issue,urgent,open,2025-02-22 04:54:15,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000924,C00175,,email,warranty,medium,pending_customer,2026-03-05 07:05:16,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,
T000925,C00098,O000609,web_form,refund,medium,resolved,2025-01-15 00:15:56,2025-01-17 03:15:56,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,Clarified invoice and resent billing document.
T000926,C00490,O000574,web_form,warranty,high,new,2025-05-24 01:05:16,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000927,C00450,,email,product_question,high,open,2025-10-15 03:55:43,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000928,C00374,O001493,web_form,refund,medium,resolved,2025-02-04 15:07:46,2025-02-05 09:07:46,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,Provided policy details and next steps.
T000929,C00404,O001408,web_form,refund,low,pending_customer,2025-12-12 12:05:58,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000930,C00398,O000904,chat,technical_issue,high,new,2025-06-21 04:48:52,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T000931,C00049,O000454,chat,technical_issue,urgent,resolved,2025-06-07 14:33:40,2025-06-08 16:33:40,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Shared shipment update and opened carrier claim.
T000932,C00068,,web_form,refund,low,pending_customer,2025-09-12 06:10:35,,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,
T000933,C00460,,email,technical_issue,low,open,2025-01-18 21:12:10,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000934,C00363,O001106,email,warranty,medium,resolved,2026-01-19 17:04:47,2026-01-24 08:04:47,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Provided policy details and next steps.
T000935,C00288,O000548,email,technical_issue,urgent,new,2025-04-23 22:06:03,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000936,C00370,O000280,chat,technical_issue,high,pending_customer,2026-02-06 09:52:38,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000937,C00428,O000889,phone,technical_issue,medium,resolved,2025-01-30 13:04:55,2025-02-03 11:04:55,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,Validated warranty and requested diagnostic evidence.
T000938,C00364,O000149,web_form,product_question,medium,open,2026-02-18 14:09:05,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,
T000939,C00249,O000853,chat,warranty,medium,pending_customer,2025-05-26 04:15:25,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000940,C00428,,phone,warranty,urgent,open,2025-03-04 12:57:29,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000941,C00445,O000474,email,return_request,high,open,2025-10-03 17:44:31,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,
T000942,C00186,,chat,warranty,urgent,resolved,2026-03-08 06:42:41,2026-03-09 00:42:41,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Issued refund after return inspection.
T000943,C00345,O000423,email,warranty,high,open,2025-07-05 16:07:41,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000944,C00026,O001408,email,delivery_issue,medium,resolved,2025-06-26 13:06:26,2025-06-26 19:06:26,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,Provided policy details and next steps.
T000945,C00007,O000766,web_form,refund,urgent,open,2025-08-21 18:09:40,,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,
T000946,C00260,O000590,chat,refund,low,closed,2025-06-16 23:08:04,2025-06-18 11:08:04,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,Shared shipment update and opened carrier claim.
T000947,C00457,O001055,chat,warranty,medium,closed,2026-01-07 20:50:08,2026-01-09 19:50:08,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Shared shipment update and opened carrier claim.
T000948,C00474,O000478,web_form,product_question,low,resolved,2026-03-10 15:48:08,2026-03-11 07:48:08,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Validated warranty and requested diagnostic evidence.
T000949,C00252,O000294,web_form,technical_issue,low,pending_customer,2025-01-23 09:43:09,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000950,C00151,O000626,web_form,billing,urgent,open,2025-09-24 14:13:21,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,
T000951,C00091,O000342,chat,return_request,medium,closed,2026-02-26 18:09:07,2026-03-01 06:09:07,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,Shared shipment update and opened carrier claim.
T000952,C00123,,chat,billing,urgent,new,2025-07-23 04:18:49,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,
T000953,C00176,O001264,chat,refund,high,open,2025-10-01 20:20:47,,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,
T000954,C00370,O000248,email,product_question,low,closed,2025-05-09 13:05:46,2025-05-10 23:05:46,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Validated warranty and requested diagnostic evidence.
T000955,C00374,O000668,email,technical_issue,high,open,2026-02-21 14:15:24,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000956,C00243,O001303,phone,technical_issue,low,pending_customer,2025-05-17 13:38:59,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T000957,C00255,,email,product_question,medium,open,2025-08-06 12:59:01,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,
T000958,C00453,O000584,web_form,warranty,low,resolved,2025-11-12 16:33:20,2025-11-13 15:33:20,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,Shared shipment update and opened carrier claim.
T000959,C00408,O000967,email,warranty,medium,open,2025-05-27 21:44:19,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,
T000960,C00098,O001126,email,warranty,high,open,2025-10-31 11:53:19,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000961,C00233,O001144,email,return_request,urgent,closed,2025-10-02 13:41:34,2025-10-05 04:41:34,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,Clarified invoice and resent billing document.
T000962,C00317,,web_form,delivery_issue,high,open,2025-05-27 09:53:15,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000963,C00133,O000001,chat,product_question,urgent,resolved,2025-03-23 14:50:27,2025-03-27 03:50:27,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,Validated warranty and requested diagnostic evidence.
T000964,C00211,O001191,chat,technical_issue,high,pending_customer,2025-10-17 19:48:26,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000965,C00117,O001413,chat,billing,urgent,pending_customer,2025-05-28 19:40:13,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,
T000966,C00486,O000230,chat,return_request,low,resolved,2025-10-18 07:32:41,2025-10-22 11:32:41,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,Issued refund after return inspection.
T000967,C00333,,phone,delivery_issue,medium,new,2025-02-16 15:19:56,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000968,C00473,,chat,warranty,medium,open,2026-02-23 21:17:51,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,
T000969,C00184,O001019,phone,refund,urgent,new,2025-11-10 11:32:06,,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,
T000970,C00203,O000467,phone,technical_issue,medium,open,2025-06-05 09:53:52,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000971,C00153,O001040,web_form,billing,high,new,2025-07-11 23:20:35,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,
T000972,C00137,,web_form,product_question,high,open,2025-06-08 02:04:57,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000973,C00113,O000689,web_form,return_request,medium,resolved,2025-06-02 12:41:26,2025-06-04 14:41:26,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Validated warranty and requested diagnostic evidence.
T000974,C00069,,web_form,warranty,low,open,2025-11-20 16:49:02,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,
T000975,C00377,O000184,chat,product_question,urgent,resolved,2025-05-03 17:09:06,2025-05-06 01:09:06,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,Clarified invoice and resent billing document.
T000976,C00113,O000292,email,refund,urgent,pending_customer,2025-12-08 04:39:03,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000977,C00136,O000366,email,warranty,high,resolved,2025-02-22 01:00:18,2025-02-23 19:00:18,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Shared shipment update and opened carrier claim.
T000978,C00403,O000935,email,delivery_issue,urgent,closed,2025-12-10 15:19:44,2025-12-14 16:19:44,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Issued refund after return inspection.
T000979,C00126,O001349,email,billing,urgent,open,2025-08-01 05:19:32,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,
T000980,C00302,O000355,chat,refund,medium,new,2025-12-28 17:20:45,,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,
T000981,C00252,O001361,phone,product_question,urgent,closed,2026-01-04 01:55:39,2026-01-06 21:55:39,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Clarified invoice and resent billing document.
T000982,C00487,O000212,web_form,delivery_issue,medium,new,2026-01-27 04:00:11,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T000983,C00245,O000673,email,technical_issue,low,closed,2026-03-22 12:35:23,2026-03-25 11:35:23,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Clarified invoice and resent billing document.
T000984,C00400,,phone,billing,low,open,2025-08-22 02:13:05,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,
T000985,C00234,O001214,chat,product_question,medium,open,2025-07-22 18:11:19,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000986,C00438,O000316,email,return_request,urgent,closed,2025-03-19 00:45:54,2025-03-21 05:45:54,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Shared shipment update and opened carrier claim.
T000987,C00119,O000875,web_form,product_question,urgent,open,2025-10-25 16:53:49,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000988,C00443,O000974,chat,delivery_issue,urgent,resolved,2025-10-27 13:39:32,2025-10-28 22:39:32,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,Provided policy details and next steps.
T000989,C00006,O001334,phone,return_request,low,resolved,2025-10-08 14:06:26,2025-10-10 17:06:26,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,Clarified invoice and resent billing document.
T000990,C00051,O000650,chat,delivery_issue,medium,resolved,2026-03-22 14:41:36,2026-03-23 00:41:36,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,Issued refund after return inspection.
T000991,C00248,,web_form,product_question,low,new,2026-01-22 05:58:20,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,
T000992,C00213,O000083,chat,delivery_issue,low,open,2025-02-23 07:13:56,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000993,C00464,,phone,product_question,high,new,2025-05-13 17:14:35,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000994,C00167,O001432,phone,billing,urgent,new,2025-11-17 23:11:28,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,
T000995,C00499,O000108,phone,billing,medium,closed,2025-11-10 08:21:54,2025-11-12 09:21:54,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,Clarified invoice and resent billing document.
T000996,C00090,O001380,phone,delivery_issue,low,open,2026-03-20 10:06:20,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T000997,C00203,,email,product_question,urgent,resolved,2025-05-26 10:27:16,2025-05-30 17:27:16,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Validated warranty and requested diagnostic evidence.
T000998,C00500,,chat,product_question,urgent,resolved,2025-12-14 19:20:04,2025-12-17 07:20:04,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Validated warranty and requested diagnostic evidence.
T000999,C00348,O000936,email,product_question,high,resolved,2025-07-23 09:29:58,2025-07-23 20:29:58,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,Issued refund after return inspection.
T001000,C00222,O000796,phone,delivery_issue,medium,new,2025-04-14 14:57:18,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T001001,C00462,O001027,email,billing,urgent,pending_customer,2025-07-15 02:52:18,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,
T001002,C00451,O001488,email,product_question,low,new,2025-06-30 10:26:28,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,
T001003,C00197,,email,billing,low,resolved,2025-12-31 23:00:13,2026-01-03 06:00:13,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,Shared shipment update and opened carrier claim.
T001004,C00353,O000631,chat,refund,medium,new,2025-07-14 03:41:55,,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,
T001005,C00164,O000061,phone,delivery_issue,low,open,2025-09-24 22:15:44,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T001006,C00325,O000303,email,warranty,medium,closed,2025-11-08 19:00:51,2025-11-09 22:00:51,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Validated warranty and requested diagnostic evidence.
T001007,C00130,O000388,web_form,return_request,high,resolved,2025-01-21 10:58:15,2025-01-24 15:58:15,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,Validated warranty and requested diagnostic evidence.
T001008,C00050,O000798,phone,delivery_issue,urgent,open,2025-09-01 05:27:45,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T001009,C00435,O000663,email,product_question,medium,open,2025-08-24 11:50:11,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T001010,C00190,O001006,chat,delivery_issue,low,pending_customer,2026-01-10 10:30:24,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T001011,C00101,,web_form,technical_issue,low,closed,2025-08-11 17:31:24,2025-08-15 13:31:24,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Shared shipment update and opened carrier claim.
T001012,C00485,O001083,phone,return_request,urgent,open,2026-01-24 16:10:49,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,
T001013,C00307,O001121,email,product_question,medium,resolved,2025-01-17 13:45:36,2025-01-19 22:45:36,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Issued refund after return inspection.
T001014,C00297,O000197,email,refund,medium,new,2025-08-24 13:56:08,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T001015,C00449,,web_form,warranty,high,pending_customer,2025-02-11 21:58:29,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,
T001016,C00073,O000944,web_form,refund,low,open,2025-03-20 01:26:59,,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,
T001017,C00256,O001473,phone,delivery_issue,medium,closed,2026-02-25 11:59:59,2026-03-01 14:59:59,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,Shared shipment update and opened carrier claim.
T001018,C00292,O000948,web_form,return_request,medium,resolved,2025-02-11 19:29:51,2025-02-13 04:29:51,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,Clarified invoice and resent billing document.
T001019,C00047,O000397,chat,refund,urgent,closed,2025-07-16 08:17:14,2025-07-21 07:17:14,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,Validated warranty and requested diagnostic evidence.
T001020,C00422,O000274,chat,technical_issue,medium,open,2025-01-07 04:23:29,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T001021,C00187,O000357,chat,refund,medium,closed,2026-03-05 10:24:12,2026-03-07 15:24:12,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,Clarified invoice and resent billing document.
T001022,C00153,,email,billing,low,pending_customer,2025-06-27 21:23:56,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,
T001023,C00162,,web_form,billing,medium,resolved,2025-11-05 04:30:07,2025-11-07 19:30:07,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,Validated warranty and requested diagnostic evidence.
T001024,C00171,,email,refund,urgent,resolved,2025-07-14 10:08:39,2025-07-15 03:08:39,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,Provided policy details and next steps.
T001025,C00060,O000939,chat,delivery_issue,high,open,2025-04-27 05:24:40,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T001026,C00237,O000468,phone,return_request,medium,resolved,2025-11-06 12:42:08,2025-11-07 06:42:08,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Provided policy details and next steps.
T001027,C00267,,email,return_request,urgent,open,2025-10-25 22:13:27,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,
T001028,C00201,O001005,phone,billing,high,open,2025-02-13 07:39:53,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,
T001029,C00100,O000012,email,delivery_issue,high,closed,2025-05-22 09:43:29,2025-05-24 14:43:29,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,Clarified invoice and resent billing document.
T001030,C00315,O000092,chat,technical_issue,medium,resolved,2025-04-13 09:26:44,2025-04-14 05:26:44,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,Shared shipment update and opened carrier claim.
T001031,C00342,O001434,email,delivery_issue,medium,closed,2025-01-24 17:09:47,2025-01-26 05:09:47,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,Issued refund after return inspection.
T001032,C00100,O000286,web_form,refund,medium,pending_customer,2025-08-21 00:41:43,,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,
T001033,C00190,,web_form,warranty,medium,open,2026-03-22 10:25:28,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,
T001034,C00197,O001476,chat,technical_issue,low,open,2026-02-26 13:59:01,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T001035,C00243,O000402,phone,return_request,urgent,new,2025-04-30 22:40:07,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,
T001036,C00049,O000114,web_form,return_request,high,closed,2025-11-01 11:51:31,2025-11-05 14:51:31,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,Shared shipment update and opened carrier claim.
T001037,C00109,O000226,phone,refund,urgent,open,2025-09-15 03:38:16,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T001038,C00228,O000433,phone,billing,low,resolved,2025-09-20 02:15:59,2025-09-23 12:15:59,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,Shared shipment update and opened carrier claim.
T001039,C00351,,email,product_question,low,open,2026-02-21 15:11:59,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,
T001040,C00344,O000371,phone,delivery_issue,urgent,closed,2026-03-04 22:34:35,2026-03-08 10:34:35,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,Issued refund after return inspection.
T001041,C00495,O001027,phone,warranty,high,resolved,2025-10-05 19:53:17,2025-10-07 12:53:17,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Clarified invoice and resent billing document.
T001042,C00421,,email,product_question,urgent,closed,2026-02-04 10:37:51,2026-02-09 03:37:51,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Provided policy details and next steps.
T001043,C00244,O001106,phone,warranty,high,open,2026-03-03 03:40:32,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,
T001044,C00075,O001188,email,return_request,high,new,2025-01-31 02:50:05,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T001045,C00054,,email,warranty,medium,new,2025-04-14 02:39:06,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T001046,C00100,O001031,email,return_request,high,resolved,2025-12-28 03:12:28,2025-12-30 22:12:28,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,Provided policy details and next steps.
T001047,C00104,,web_form,delivery_issue,urgent,closed,2025-06-21 04:44:26,2025-06-22 10:44:26,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,Validated warranty and requested diagnostic evidence.
T001048,C00181,O000630,email,delivery_issue,medium,resolved,2026-03-26 03:44:47,2026-03-27 00:44:47,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,Clarified invoice and resent billing document.
T001049,C00074,O000510,chat,technical_issue,high,open,2025-06-24 06:17:38,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T001050,C00331,O001414,email,return_request,high,resolved,2025-07-21 23:39:49,2025-07-26 05:39:49,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Issued refund after return inspection.
T001051,C00071,O001376,email,delivery_issue,low,pending_customer,2025-05-18 17:40:35,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T001052,C00472,O000718,email,warranty,medium,resolved,2025-08-29 19:31:54,2025-09-02 09:31:54,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Issued refund after return inspection.
T001053,C00200,,email,technical_issue,low,new,2025-02-24 19:06:43,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
